,Sample Name,Source Plate Name,Source Well,Destination Well,Transfer Volume,Destination Plate Name,Source Plate Type
36,A5,af_src001,A9,B13,2000,dest_plate,384PP_AQ_BP
37,A5,af_src001,A9,B14,2000,dest_plate,384PP_AQ_BP
38,A5,af_src001,A9,B15,2000,dest_plate,384PP_AQ_BP
39,A5,af_src001,A9,B16,2000,dest_plate,384PP_AQ_BP
40,A5,af_src001,A9,B17,2000,dest_plate,384PP_AQ_BP
41,A5,af_src001,A9,B18,2000,dest_plate,384PP_AQ_BP
42,A5,af_src001,A9,B19,2000,dest_plate,384PP_AQ_BP
43,A5,af_src001,A9,B20,2000,dest_plate,384PP_AQ_BP
44,A5,af_src001,A9,B21,2000,dest_plate,384PP_AQ_BP
45,A6,af_src001,A11,B22,2000,dest_plate,384PP_AQ_BP
46,A6,af_src001,A11,B23,2000,dest_plate,384PP_AQ_BP
47,A6,af_src001,A11,B24,2000,dest_plate,384PP_AQ_BP
48,A6,af_src001,A11,C1,2000,dest_plate,384PP_AQ_BP
49,A6,af_src001,A11,C2,2000,dest_plate,384PP_AQ_BP
50,A6,af_src001,A11,C3,2000,dest_plate,384PP_AQ_BP
51,A6,af_src001,A11,C4,2000,dest_plate,384PP_AQ_BP
52,A6,af_src001,A11,C5,2000,dest_plate,384PP_AQ_BP
53,A6,af_src001,A11,C6,2000,dest_plate,384PP_AQ_BP
54,A7,af_src001,A13,C7,2000,dest_plate,384PP_AQ_BP
55,A7,af_src001,A13,C8,2000,dest_plate,384PP_AQ_BP
56,A7,af_src001,A13,C9,2000,dest_plate,384PP_AQ_BP
57,A7,af_src001,A13,C10,2000,dest_plate,384PP_AQ_BP
58,A7,af_src001,A13,C11,2000,dest_plate,384PP_AQ_BP
59,A7,af_src001,A13,C12,2000,dest_plate,384PP_AQ_BP
60,A7,af_src001,A13,C13,2000,dest_plate,384PP_AQ_BP
61,A7,af_src001,A13,C14,2000,dest_plate,384PP_AQ_BP
62,A7,af_src001,A13,C15,2000,dest_plate,384PP_AQ_BP
63,A8,af_src001,A15,C16,2000,dest_plate,384PP_AQ_BP
64,A8,af_src001,A15,C17,2000,dest_plate,384PP_AQ_BP
65,A8,af_src001,A15,C18,2000,dest_plate,384PP_AQ_BP
66,A8,af_src001,A15,C19,2000,dest_plate,384PP_AQ_BP
67,A8,af_src001,A15,C20,2000,dest_plate,384PP_AQ_BP
68,A8,af_src001,A15,C21,2000,dest_plate,384PP_AQ_BP
69,A8,af_src001,A15,C22,2000,dest_plate,384PP_AQ_BP
70,A8,af_src001,A15,C23,2000,dest_plate,384PP_AQ_BP
71,A8,af_src001,A15,C24,2000,dest_plate,384PP_AQ_BP
72,A9,af_src001,A17,D1,2000,dest_plate,384PP_AQ_BP
73,A9,af_src001,A17,D2,2000,dest_plate,384PP_AQ_BP
74,A9,af_src001,A17,D3,2000,dest_plate,384PP_AQ_BP
75,A9,af_src001,A17,D4,2000,dest_plate,384PP_AQ_BP
76,A9,af_src001,A17,D5,2000,dest_plate,384PP_AQ_BP
77,A9,af_src001,A17,D6,2000,dest_plate,384PP_AQ_BP
78,A9,af_src001,A17,D7,2000,dest_plate,384PP_AQ_BP
79,A9,af_src001,A17,D8,2000,dest_plate,384PP_AQ_BP
80,A9,af_src001,A17,D9,2000,dest_plate,384PP_AQ_BP
81,A10,af_src001,A19,D10,2000,dest_plate,384PP_AQ_BP
82,A10,af_src001,A19,D11,2000,dest_plate,384PP_AQ_BP
83,A10,af_src001,A19,D12,2000,dest_plate,384PP_AQ_BP
84,A10,af_src001,A19,D13,2000,dest_plate,384PP_AQ_BP
85,A10,af_src001,A19,D14,2000,dest_plate,384PP_AQ_BP
86,A10,af_src001,A19,D15,2000,dest_plate,384PP_AQ_BP
87,A10,af_src001,A19,D16,2000,dest_plate,384PP_AQ_BP
88,A10,af_src001,A19,D17,2000,dest_plate,384PP_AQ_BP
89,A10,af_src001,A19,D18,2000,dest_plate,384PP_AQ_BP
90,A11,af_src001,A21,D19,2000,dest_plate,384PP_AQ_BP
91,A11,af_src001,A21,D20,2000,dest_plate,384PP_AQ_BP
92,A11,af_src001,A21,D21,2000,dest_plate,384PP_AQ_BP
93,A11,af_src001,A21,D22,2000,dest_plate,384PP_AQ_BP
94,A11,af_src001,A21,D23,2000,dest_plate,384PP_AQ_BP
95,A11,af_src001,A21,D24,2000,dest_plate,384PP_AQ_BP
96,A11,af_src001,A21,E1,2000,dest_plate,384PP_AQ_BP
97,A11,af_src001,A21,E2,2000,dest_plate,384PP_AQ_BP
98,A11,af_src001,A21,E3,2000,dest_plate,384PP_AQ_BP
99,A12,af_src001,A23,E4,2000,dest_plate,384PP_AQ_BP
100,A12,af_src001,A23,E5,2000,dest_plate,384PP_AQ_BP
101,A12,af_src001,A23,E6,2000,dest_plate,384PP_AQ_BP
